CODE_COMMUNE;NOM_COMMUNE;NUMERO_INSTALLATION;NOM_INSTALLATION;ID_EQUIPEMENTS;NOM_EQUIPEMENTS;AUCUN_ACCES_HANDICAPE_M;AUCUN_ACCES_HANDICAPE_S;GPS_X;GPS_Y
44001;Abbaretz;440010002;Terrain de Sports;69849;Terrain de Football Engazonné;Oui;Oui;-1.53106000;47.55761000
44001;Abbaretz;440010002;Terrain de Sports;129515;Terrain Stabilisé;Oui;Oui;-1.53024000;47.55783000
44001;Abbaretz;440010004;Les 5 Tresors;197752;Sentier Pédestre Equestre Vtt des 5 Trésors;Oui;Oui;-1.52446000;47.55462700
44001;Abbaretz;440010003;Site de la Mine;247310;L'Etang de la Mine - Base Départementale Nautique et de Loisirs;Non;Oui;-1.54495000;47.55704000
44001;Abbaretz;440010002;Terrain de Sports;287645;Courts de Tennis;Oui;Oui;-1.53239000;47.55778000
44001;Abbaretz;440010003;Site de la Mine;312133;Parcours d'Orientation;Oui;Oui;-1.54257000;47.56003000
44001;Abbaretz;440010003;Site de la Mine;312136;Entre Etangs et Pierre Bleue;Oui;Oui;-1.54181000;47.55969000
44001;Abbaretz;440010003;Site de la Mine;343672;Terrain de Boules;Oui;Oui;-1.54231000;47.55802000
44001;Abbaretz;440010005;Ecole Maternelle Louis Davy;343679;Salle de Motricité;Non;Oui;-1.53201000;47.55151000
44001;Abbaretz;440010006;Salle Polyvalente;343682;Salle Polyvalente;Non;Oui;-1.53257000;47.55389700
44001;Abbaretz;440010007;Zone de Loisirs de la Salle Polyvalente;344268;Terrains de Pétanque;Non;Oui;-1.53357000;47.55362000
44001;Abbaretz;440010007;Zone de Loisirs de la Salle Polyvalente;344269;Etang de la Salle Polyvalente;Non;Oui;-1.53424000;47.55457000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;68587;Salle de Tennis de Table;Non;Oui;-1.40754000;47.07611000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;68588;Terrain d'Honneur;Non;Oui;-1.40506000;47.07600000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;68589;Boulodrome;Oui;Oui;-1.40376000;47.07672000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;68590;Courts de Tennis;Oui;Oui;-1.40851000;47.07583000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;68591;Terrain d'Entrainement;Non;Oui;-1.40615000;47.07618000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;129760;Salle de Sports;Non;Oui;-1.40754000;47.07611000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;129785;Salle de Lutte Anna Gomis;Non;Oui;-1.40754000;47.07611000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;129794;Salle de Musculation;Non;Oui;-1.40754000;47.07611000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;129802;Salle de Gymnastique;Non;Oui;-1.40754000;47.07611000
44002;Aigrefeuille-sur-Maine;440020002;Poney Club de la Violette;137089;Petite Carrière;Non;Oui;-1.42476409;47.04887382
44002;Aigrefeuille-sur-Maine;440020002;Poney Club de la Violette;137095;Grande Carrière;Non;Oui;-1.42510000;47.04966000
44002;Aigrefeuille-sur-Maine;440020003;Circuits de Randonnee;203945;Entre Bourg et Maine;Oui;Oui;-1.39790000;47.07752000
44002;Aigrefeuille-sur-Maine;440020003;Circuits de Randonnee;203963;Circuit des Moulins;Oui;Oui;-1.39790000;47.07752000
44002;Aigrefeuille-sur-Maine;440020003;Circuits de Randonnee;217498;Circuit des Ecobuts;Oui;Oui;-1.39790000;47.07752000
44002;Aigrefeuille-sur-Maine;440020004;La Trelitiere;252824;La Trélitière;Oui;Oui;-1.40087000;47.08795000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;275133;Skate Park;Oui;Oui;-1.40511000;47.07691000
44002;Aigrefeuille-sur-Maine;440020005;Parc du Plessis;284240;Parcours de Santé;Oui;Oui;-1.41025000;47.07754000
44002;Aigrefeuille-sur-Maine;440020006;Terrains de Sports Mfr;284246;Terrain de Football;Non;Oui;-1.40424000;47.07837000
44002;Aigrefeuille-sur-Maine;440020007;Le Moulin Reusard;284250;Le Moulin Reusard;Oui;Oui;-1.39740000;47.07943000
44002;Aigrefeuille-sur-Maine;440020008;Site du Guidreau;288494;Zone d'Accès;Oui;Oui;-1.38535000;47.06833000
44002;Aigrefeuille-sur-Maine;440022114;Salles des Echecs;318126;Salle du Rez-De-Chaussée;Non;Oui;-1.40132000;47.07663000
44002;Aigrefeuille-sur-Maine;440022114;Salles des Echecs;318127;Salle de l'Etage ( B );Oui;Oui;-1.40131000;47.07660000
44002;Aigrefeuille-sur-Maine;440022114;Salles des Echecs;318128;Salle de l'Etage ( a );Oui;Oui;-1.40133000;47.07660000
44002;Aigrefeuille-sur-Maine;440020001;Complexe Sportif des Richardieres;318136;Aire de Football;Oui;Oui;-1.40594000;47.07690000
44002;Aigrefeuille-sur-Maine;440020010;Ecole Gustave Roch;318142;Salle de Motricité;Non;Oui;-1.39846000;47.07514000
44003;Ancenis;440030003;Complexe du Bois Jauni;66624;Salle de Gymnastique;Oui;Oui;-1.18660000;47.38038000
44003;Ancenis;440030003;Complexe du Bois Jauni;66625;Terrain Stabilisé;Non;Oui;-1.18545000;47.38040000
44003;Ancenis;440030003;Complexe du Bois Jauni;66626;Salle de Sports B;Non;Oui;-1.18666000;47.38049000
44003;Ancenis;440030003;Complexe du Bois Jauni;66628;Salle de Sports A;Non;Oui;-1.18623000;47.38046000
44003;Ancenis;440030003;Complexe du Bois Jauni;66630;Terrain de Rugby;Non;Oui;-1.18442000;47.38151000
44003;Ancenis;440030010;Centre Aquatique Jean Blanchet;66648;Bassin Ludique;Non;Oui;-1.18653000;47.37911000
44003;Ancenis;440030010;Centre Aquatique Jean Blanchet;66649;Bassin Sportif;Non;Oui;-1.18658000;47.37912000
44003;Ancenis;440030004;Complexe du Pressoir Rouge;67729;Stade d'Athlétisme;Non;Oui;-1.18533000;47.37624000
44003;Ancenis;440030004;Complexe du Pressoir Rouge;67730;Terrain de Football;Non;Oui;-1.18533000;47.37624000
44003;Ancenis;440030004;Complexe du Pressoir Rouge;67731;Salle de Sports;Non;Oui;-1.18441000;47.37518000
44003;Ancenis;440030004;Complexe du Pressoir Rouge;67732;Plateau Sportif;Non;Oui;-1.18440000;47.37571000
44003;Ancenis;440030005;Halte Nautique;68607;Halte Nautique;Oui;Oui;-1.17314000;47.36655000
44003;Ancenis;440030009;Zone d'Activite de l'Aubiniere;68670;Circuit Roger Gaillard;Non;Oui;-1.18591000;47.39609000
44003;Ancenis;440030007;Piscine Municipale d'Ete de la Charbonniere;70611;Bassin de 25 M;Non;Oui;-1.18186000;47.36289000
44003;Ancenis;440030007;Piscine Municipale d'Ete de la Charbonniere;70612;Petit Bassin;Non;Oui;-1.18186000;47.36310000
44003;Ancenis;440030006;Espace Edouard Landrain;70881;Salle Sablière;Non;Oui;-1.18542000;47.36207000
44003;Ancenis;440030006;Espace Edouard Landrain;70882;Salle Charbonnière;Non;Oui;-1.18581000;47.36196000
44003;Ancenis;440030006;Espace Edouard Landrain;70883;Courts de Tennis;Non;Oui;-1.18415000;47.36257000
44003;Ancenis;440030001;Ensemble Sportif du Pontreau;71840;Dojo du Pontreau;Non;Oui;-1.18314000;47.36694000
44003;Ancenis;440030001;Ensemble Sportif du Pontreau;71841;Salle de Gymnastique;Non;Oui;-1.18274000;47.36683000
44003;Ancenis;440030001;Ensemble Sportif du Pontreau;71842;Halle de Tennis;Non;Oui;-1.18322000;47.36670000
44003;Ancenis;440030002;Stade de la Davrays;72414;Piste d'Athlétisme;Non;Oui;-1.18842000;47.36278000
44003;Ancenis;440030002;Stade de la Davrays;72415;Terrain d'Honneur;Non;Oui;-1.18842000;47.36278000
44003;Ancenis;440030002;Stade de la Davrays;131585;Terrains Engazonnés;Non;Oui;-1.19056000;47.36266000
44003;Ancenis;440030002;Stade de la Davrays;131656;Plateau Sportif;Non;Oui;-1.18932000;47.36261000
44003;Ancenis;440030002;Stade de la Davrays;131665;Pas de Tir à l'Arc;Oui;Oui;-1.18974000;47.36020000
44003;Ancenis;440030003;Complexe du Bois Jauni;132115;Maison du Temps Libre;Non;Oui;-1.18672000;47.38026000
44003;Ancenis;440030011;Espace Corail;135224;Salle Pieds Poings;Non;Oui;-1.17843000;47.36966000
44003;Ancenis;440030011;Espace Corail;135231;Salle de Tennis de Table;Non;Oui;-1.17847000;47.36977000
44003;Ancenis;440030012;Orange Bleue;184142;Plateau Cardio-Muscu;Non;Oui;-1.18001000;47.37076000
44003;Ancenis;440030012;Orange Bleue;184152;Salle de Cours Collectifs;Non;Oui;-1.18002000;47.37075000
44003;Ancenis;440030014;Circuits de Randonnee;188706;Circuit Pédestre de l'Ile Delage;Oui;Oui;-1.16838000;47.36996000
44003;Ancenis;440030015;Aeroport du Pays d'Ancenis;203349;Aérodrome;Non;Oui;-1.18573000;47.40558000
44003;Ancenis;440030017;Lycee College Saint Joseph;211994;Salle de Sports;Oui;Oui;-1.18182000;47.36743000
44003;Ancenis;440030018;Les Abattoirs;267458;Salle de Danse;Non;Oui;-1.18475000;47.36606000
44003;Ancenis;440030019;Etang de la Planche;271041;Etang de la Planche;Non;Oui;-1.18117000;47.39176000
44003;Ancenis;440030017;Lycee College Saint Joseph;277371;Mur d'Escalade;Oui;Oui;-1.18177000;47.36742000
44003;Ancenis;440030017;Lycee College Saint Joseph;279953;Piste de Vitesse;Oui;Oui;-1.18181000;47.36762000
44003;Ancenis;440030017;Lycee College Saint Joseph;279954;Sautoir;Oui;Oui;-1.18194000;47.36768000
44003;Ancenis;440030020;Espace de Glisse Urbaine;289795;Espace Glisse;Oui;Oui;-1.18605000;47.36625000
44003;Ancenis;440030021;Espace Lamoriciere;289796;Jeu de Boules de Fort;Non;Oui;-1.18115000;47.36882000
44003;Ancenis;440030015;Aeroport du Pays d'Ancenis;290453;Aire Montgolfières;Non;Oui;-1.18351000;47.40742000
44003;Ancenis;440030002;Stade de la Davrays;318864;Terrains D et E;Non;Oui;-1.19061000;47.36112000
44003;Ancenis;440030021;Espace Lamoriciere;318869;Salle de Billard;Oui;Oui;-1.18118000;47.36891000
44003;Ancenis;440030021;Espace Lamoriciere;318870;Pas de Tir;Oui;Oui;-1.18110000;47.36906000
44003;Ancenis;440030006;Espace Edouard Landrain;318872;Boulodrome;Non;Oui;-1.18572000;47.36332000
44003;Ancenis;440030023;Groupe Scolaire Sevigne;318892;Salle de Motricité;Non;Oui;-1.18742000;47.37743000
44003;Ancenis;440030023;Groupe Scolaire Sevigne;318893;Terrain de Basket;Non;Oui;-1.18758000;47.37725000
44003;Ancenis;440030023;Groupe Scolaire Sevigne;318894;Terrain de Handball;Non;Oui;-1.18749000;47.37693000
44003;Ancenis;440030024;Ecole Sainte Anne;318896;Salle de Motricité;Non;Oui;-1.19136000;47.37981000
44003;Ancenis;440030024;Ecole Sainte Anne;318897;Terrain de Football;Non;Oui;-1.19084000;47.37970000
44003;Ancenis;440030006;Espace Edouard Landrain;321464;Mur d'Escalade;Non;Oui;-1.18567000;47.36189000
44003;Ancenis;440030025;Isle O Bulles;352178;Isles O Bulles;Non;Non;-1.18671900;47.38632400
44003;Ancenis;440030006;Espace Edouard Landrain;353613;Circuit Pédestre de l'île Mouchet;Oui;Oui;-1.18629000;47.36280000
44003;Ancenis;440030006;Espace Edouard Landrain;353614;Courts de Tennis en Terre Battue;Non;Oui;-1.18458000;47.36232000
44003;Ancenis;440030006;Espace Edouard Landrain;353618;Parcours de Santé;Oui;Oui;-1.18778000;47.36118000
44003;Ancenis;440030006;Espace Edouard Landrain;353619;Parcours d'Orientation de l'île Mouchet;Non-renseigne;Oui;-1.19591000;47.35948000
44003;Ancenis;440030003;Complexe du Bois Jauni;353728;Terrain Multisports;Oui;Oui;-1.18382000;47.38011000
44003;Ancenis;440030003;Complexe du Bois Jauni;353729;Plateau Bitumé;Non;Oui;-1.18391000;47.38031000
44003;Ancenis;440030003;Complexe du Bois Jauni;353731;Bike Park;Oui;Oui;-1.18334000;47.38018000
44003;Ancenis;440030003;Complexe du Bois Jauni;353732;Aire de Saut en Longueur;Non;Oui;-1.18510000;47.38180000
44003;Ancenis;440030003;Complexe du Bois Jauni;353773;Mur d'Escalade;Non;Oui;-1.18666000;47.38049000
44003;Ancenis;440030003;Complexe du Bois Jauni;353774;Terrain d'Entraînement;Non;Oui;-1.18405000;47.38064000
44003;Ancenis;440030021;Espace Lamoriciere;353807;Terrain de Pétanque;Oui;Oui;-1.18114000;47.36884000
44003;Ancenis;440030002;Stade de la Davrays;353827;Parcours Swin Golf;Oui;Oui;-1.19218000;47.36038000
44003;Ancenis;440030009;Zone d'Activite de l'Aubiniere;353828;Stand de Tir de l'Aubinière;Non;Oui;-1.18686000;47.39597000
44003;Ancenis;440030026;Groupe Scolaire Albert Camus;353832;Salle de Motricité;Non;Oui;-1.18188000;47.36742000
44004;Anetz;440040002;Complexe Sportif de la Cour;66783;Courts de Tennis;Oui;Oui;-1.10310000;47.37835000
44004;Anetz;440040002;Complexe Sportif de la Cour;66784;Terrain Multisport;Oui;Oui;-1.10294000;47.37908000
44004;Anetz;440040002;Complexe Sportif de la Cour;66785;Salle Polyvalente;Non;Oui;-1.10248000;47.37891000
44004;Anetz;440040002;Complexe Sportif de la Cour;66786;Salle Omnisports;Non;Oui;-1.10257000;47.37873000
44004;Anetz;440040001;Stade Joseph Menoret;71384;Terrain de Football;Non;Oui;-1.10392000;47.38246000
44004;Anetz;440040003;Circuits et Sentiers;189276;Circuit de la Vallée 1;Oui;Oui;-1.10252000;47.37844000
44004;Anetz;440040003;Circuits et Sentiers;189288;Circuit de la Vallée 2;Oui;Oui;-1.10252000;47.37844000
44004;Anetz;440040003;Circuits et Sentiers;189297;Circuit de la Vallée 3;Oui;Oui;-1.10252000;47.37844000
44004;Anetz;440040003;Circuits et Sentiers;189310;Circuit du Bois Poulas;Oui;Oui;-1.10252000;47.37844000
44004;Anetz;440040003;Circuits et Sentiers;194428;Circuit des Marais;Oui;Oui;-1.12147000;47.37545000
44004;Anetz;440040003;Circuits et Sentiers;194437;Circuit Vélo la Grande Prée;Oui;Oui;-1.10240000;47.38402000
44004;Anetz;440040003;Circuits et Sentiers;280539;Circuit le Bernardeau Saint Herblon;Oui;Oui;-1.15780000;47.38490000
44004;Anetz;440040002;Complexe Sportif de la Cour;291801;Mur de Tennis;Non;Oui;-1.10321000;47.37812000
44004;Anetz;440040005;Cale des Cosniers;291803;Cale des Cosniers;Oui;Oui;-1.08632000;47.37232000
44004;Anetz;440040006;Cale de la Chaussee;291804;Cale de la Chaussée;Oui;Oui;-1.09596000;47.37087000
44004;Anetz;440040007;Cale de la Basse Boire;291871;Cale de la Basse Boire;Oui;Oui;-1.12121000;47.37514000
44004;Anetz;440040002;Complexe Sportif de la Cour;312399;Terrain de Bicross;Oui;Oui;-1.10333000;47.37980000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;71148;Salle Omnisports;Non;Oui;-1.93660000;47.12220000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;71149;Salle de Danse;Non;Oui;-1.93660000;47.12220000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;71150;Salle de Tennis de Table;Non;Oui;-1.93665000;47.12221000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;127769;Courts de Tennis;Non;Oui;-1.93537000;47.12283000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;127785;Terrain de Football 1;Non;Oui;-1.93764000;47.12137000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;127800;Terrain de Football 2;Non;Oui;-1.93755000;47.12135000
44005;Arthon-en-Retz;440050001;Complexe Sportif Stade des Chaumes;127809;Terrain d'Entrainement;Non;Oui;-1.93656000;47.12139000
44005;Arthon-en-Retz;440050003;Circuits de Randonnees;216017;Circuit de Haute Perche;Oui;Oui;-1.93747000;47.12189000
44005;Arthon-en-Retz;440050004;Terrain de Foot la Sicaudais;216036;Terrain de Football;Oui;Oui;-1.94441000;47.18511000
44005;Arthon-en-Retz;440050002;Plan d'Eau de la Vesquerie;290351;Site de Wakeboard;Oui;Oui;-1.96489000;47.15378000
44005;Arthon-en-Retz;440050003;Circuits de Randonnees;316721;Circuit de la Sicaudais;Oui;Oui;-1.94790000;47.18744000
44005;Arthon-en-Retz;440050005;Le Plan d'Eau;329410;Terrain de Pétanque;Oui;Oui;-1.94759000;47.18722000
44005;Arthon-en-Retz;440050005;Le Plan d'Eau;329411;Salle du Plan d'Eau;Non;Oui;-1.94751000;47.18701000
44006;Assérac;440060001;Stade Henri Boulard;71474;Terrain de Football Engazonné;Non;Oui;-2.39734000;47.42074000
44006;Assérac;440060001;Stade Henri Boulard;71476;Terrain de Football Stabilisé;Oui;Oui;-2.39854000;47.42057000
44006;Assérac;440060006;Circuits de Randonnees;188425;Circuit du Traict de Pen Bé;Oui;Oui;-2.45681000;47.42500000
44006;Assérac;440060007;Plage de Pont Mahe;257686;Plage de Pont Mahé;Non;Oui;-2.45220000;47.44482000
44006;Assérac;440060001;Stade Henri Boulard;271205;Espace Multisports;Non;Oui;-2.39649000;47.42137000
44006;Assérac;440060008;Piste de Skate Board;271208;Piste de Skate Board;Non;Oui;-2.39227000;47.42778000
44006;Assérac;440060006;Circuits de Randonnees;312194;Circuit du Trait de Pont Mahé;Oui;Oui;-2.44985000;47.44734000
44006;Assérac;440060006;Circuits de Randonnees;312195;Circuit du Grand Traict de Pen-Bé;Oui;Oui;-2.45648000;47.42560000
44006;Assérac;440060009;Baie de Keravelo;312199;Cale du Bas-Village;Oui;Oui;-2.44167000;47.42179000
44006;Assérac;440060010;Salle des Fetes;344350;Salle des Fêtes;Non;Oui;-2.39211000;47.43079000
44007;Avessac;440070001;Complexe Sport Loisirs;71816;Salle des Sports;Non;Oui;-1.99550000;47.64980000
44007;Avessac;440070001;Complexe Sport Loisirs;71817;Terrain d'Honneur;Non;Oui;-1.99640000;47.64502000
44007;Avessac;440070001;Complexe Sport Loisirs;131039;Terrain d'Entrainement;Non;Oui;-1.99690000;47.64950000
44007;Avessac;440070001;Complexe Sport Loisirs;131041;Courts de Tennis Extérieurs;Oui;Oui;-1.99600000;47.65086000
44007;Avessac;440070002;Gite de Painfaut;218513;A la Découverte de la Faune et la Flore;Oui;Oui;-1.97603000;47.68427000
44007;Avessac;440070003;Haras du Parc;260840;Carrière Toubin et Clément;Non;Oui;-2.04356000;47.62934000
44007;Avessac;440070004;Site de De Painfaut;272729;Halte Nautique de Painfaut;Oui;Oui;-1.97790923;47.68006588
44007;Avessac;440070005;Site de Ball Trap;282045;Ball Trap;Oui;Oui;-1.96900000;47.65060000
44007;Avessac;440070003;Haras du Parc;286976;Manège;Non;Oui;-2.04356000;47.62934000
44007;Avessac;440070003;Haras du Parc;286980;Carrière de Dressage;Non;Oui;-2.04356000;47.62934000
44007;Avessac;440070003;Haras du Parc;286981;Marcheur;Non;Oui;-2.04356000;47.62934000
44007;Avessac;440070001;Complexe Sport Loisirs;300199;Aire de Pétanque;Non;Oui;-1.99510000;47.65000000
44007;Avessac;440070003;Haras du Parc;323541;Grand Manège;Non;Oui;-2.04358000;47.62979000
44008;Barbechat;440080002;Stade Municipal Jean-Marie Bourdin;71141;Terrain de Football;Non;Oui;-1.28389000;47.27510000
44008;Barbechat;440080004;Circuit de Motocross;204453;Circuit du Champ Chapron;Oui;Oui;-1.29086000;47.29001000
44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;204480;Piste de Bicross;Oui;Oui;-1.27963494;47.27414390
44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;204483;Crapa;Oui;Oui;-1.28017000;47.27409000
44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;206894;Circuit Vtt;Oui;Oui;-1.28017000;47.27409000
44008;Barbechat;440080006;Terrain de Ball Trap;287664;Terrain de Ball-Trap;Oui;Oui;-1.29567000;47.26618000
44008;Barbechat;440080002;Stade Municipal Jean-Marie Bourdin;292174;Plateau Sportif;Non;Oui;-1.28389000;47.27510000
44008;Barbechat;440080001;Terrain de Tennis;292175;Court de Tennis;Oui;Oui;-1.28722000;47.27920000
44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;344353;Circuit de la Divatte;Oui;Oui;-1.28017000;47.27409000
44008;Barbechat;440080005;Site de Loisirs Perthuis Churin;347304;Circuit de la Bernière;Non-renseigne;Non-renseigne;-1.28017000;47.27409000
44009;Basse-Goulaine;440090002;Stade des Rouleaux;66562;Terrain de Rugby;Non;Oui;-1.46794000;47.20279000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71391;Court de Tennis Extérieur;Non;Oui;-1.46782000;47.21856000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71392;Piste d'Athlétisme;Non;Oui;-1.46852000;47.21728000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71393;Salle Henri Michel;Non;Oui;-1.46806000;47.21696000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71394;Terrain d'Honneur;Non;Oui;-1.46877000;47.21785000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71396;Terrain Synthétique;Non;Oui;-1.46696000;47.21836000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;71397;Terrain Paul Bouin;Non;Oui;-1.46600000;47.21852000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;132596;Boulodome de Plein Air;Non;Oui;-1.46782000;47.21663000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;132648;Dojo;Non;Oui;-1.46745000;47.21680000
44009;Basse-Goulaine;440090004;Gymnase de Goulaine;132673;Salle de Sports;Non;Oui;-1.46390000;47.21799000
44009;Basse-Goulaine;440090005;Centre Equestre du Bois Brule;137975;Grand Manège;Non;Oui;-1.44812000;47.18710000
44009;Basse-Goulaine;440090005;Centre Equestre du Bois Brule;137992;Carrière;Non;Oui;-1.44858000;47.18723000
44009;Basse-Goulaine;440090001;Lycee de la Herdrie;204302;Salle de Sports A;Oui;Oui;-1.45201000;47.19814000
44009;Basse-Goulaine;440090001;Lycee de la Herdrie;204311;Salle de Sports B;Oui;Oui;-1.45191000;47.19801000
44009;Basse-Goulaine;440090001;Lycee de la Herdrie;204321;Plateau Multisports;Oui;Oui;-1.45182000;47.19703000
44009;Basse-Goulaine;440090006;Boire de Longuemine;258890;Etang de Longuemine;Oui;Oui;-1.47650000;47.21980000
44009;Basse-Goulaine;440090007;Etang de la Croix Rouge;258915;Etang de la Croix Rouge;Oui;Oui;-1.47292000;47.22533000
44009;Basse-Goulaine;440090002;Stade des Rouleaux;287154;Salle des Rouleaux;Non;Oui;-1.46725000;47.20269000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;287155;Petite Salle Henri Michel (Salle de Gymnastique);Non;Oui;-1.46798000;47.21708000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;287156;Plateau Sportif;Non;Oui;-1.46768000;47.21808000
44009;Basse-Goulaine;440090004;Gymnase de Goulaine;287157;Salle de Tennis;Non;Oui;-1.46409000;47.21757000
44009;Basse-Goulaine;440090004;Gymnase de Goulaine;287158;Skate Park;Non;Oui;-1.46571000;47.21787000
44009;Basse-Goulaine;440090004;Gymnase de Goulaine;317924;Plateau Multisports;Oui;Oui;-1.46578000;47.21762000
44009;Basse-Goulaine;440090003;Ensemble Sportif Henri Michel;317930;Aire de Saut;Oui;Oui;-1.46788000;47.21874000
44009;Basse-Goulaine;440090004;Gymnase de Goulaine;317932;Aire de Lancer;Oui;Oui;-1.46331000;47.21913000
44009;Basse-Goulaine;440090009;Ecole de Musique Point d'Orgue;317933;Salle Béjart;Non;Oui;-1.46418000;47.21852000
44009;Basse-Goulaine;440090009;Ecole de Musique Point d'Orgue;317934;Salle Feydeau;Non;Oui;-1.46414000;47.21848000
44009;Basse-Goulaine;440090001;Lycee de la Herdrie;317935;Piste d'Athlétisme;Oui;Oui;-1.45126000;47.19712000
44009;Basse-Goulaine;440090010;Aire de Jeux de la Champagnere;317936;Terrain de Pétanque;Oui;Oui;-1.46467000;47.21087000
44009;Basse-Goulaine;440090011;La Chesnaie;317937;Terrain de Pétanque;Oui;Oui;-1.45153000;47.20127000
44009;Basse-Goulaine;440090012;Ecole de la Champagnere;317938;Salle de Motricité des Tilleuls;Non;Oui;-1.46566000;47.20951000
44009;Basse-Goulaine;440090012;Ecole de la Champagnere;317939;Salle de Motricité des Chênes;Non;Oui;-1.46509000;47.21008000
44009;Basse-Goulaine;440090005;Centre Equestre du Bois Brule;320022;Petit Manège;Non;Oui;-1.44827000;47.18684000
44009;Basse-Goulaine;440090013;Curves (Vlforme);322620;Salle de Cours;Non;Oui;-1.47213000;47.19045000
44009;Basse-Goulaine;440090014;Centre Aquatique de Basse-Goulaine et de Saint-Sébastien-Sur-Loire;350962;Centre Aquatique So.Pool 1;Non;Non;-1.47337000;47.18945000
44009;Basse-Goulaine;440090014;Centre Aquatique de Basse-Goulaine et de Saint-Sébastien-Sur-Loire;350963;Centre Aquatique So.Pool;Non;Non;-1.47337000;47.18945000
44010;Batz-sur-Mer;440100001;Complexe Sportif - Stade de la Bonne Eau;67651;Complexe Sportif de la Bonne Eau;Non;Oui;-2.48770000;47.28102000
44010;Batz-sur-Mer;440100001;Complexe Sportif - Stade de la Bonne Eau;132701;Terrain de Football A;Non;Oui;-2.48596000;47.28125000
44010;Batz-sur-Mer;440100001;Complexe Sportif - Stade de la Bonne Eau;132704;Terrain de Football B;Non;Oui;-2.48773000;47.28159000
44010;Batz-sur-Mer;440100001;Complexe Sportif - Stade de la Bonne Eau;132707;Terrain d'Entrainement;Non;Oui;-2.48490000;47.28116000
44010;Batz-sur-Mer;440100003;Espace Petit Bois;132740;Courts de Tennis;Non;Oui;-2.48199000;47.27552000
44010;Batz-sur-Mer;440100003;Espace Petit Bois;132757;Boulodrome ( Terrain Clos );Oui;Oui;-2.48207000;47.27580000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;179849;Terrain de Beach Volley;Oui;Oui;-2.48636000;47.28078000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;179863;Terrains de Pétanque;Non;Oui;-2.48528000;47.27987000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;179873;Piscine;Oui;Oui;-2.48656000;47.27997000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;179878;Petit Bassin;Oui;Oui;-2.48681000;47.28004000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;179883;Terrain de Football et Basket;Oui;Oui;-2.48662000;47.28075000
44010;Batz-sur-Mer;440100008;Belhambra Club les Salines;184840;Court de Tennis;Oui;Oui;-2.48716000;47.28098000
44010;Batz-sur-Mer;440100009;Circuits de Randonnee;188832;Circuit des Granits de Batz;Oui;Oui;-2.48067000;47.27672000
44010;Batz-sur-Mer;440100009;Circuits de Randonnee;201866;Circuit de la Falaise;Oui;Oui;-2.48067000;47.27672000
44010;Batz-sur-Mer;440100011;Plage Valentin;258267;Plage Valentin;Non;Oui;-2.49755000;47.28013000
44010;Batz-sur-Mer;440100013;Plage de la Govelle;258366;Plage de la Govelle;Non;Oui;-2.45450000;47.26674000
44010;Batz-sur-Mer;440100014;Espace Multisports;283973;Espace Multisports;Non;Oui;-2.47391000;47.27737000
44010;Batz-sur-Mer;440100013;Plage de la Govelle;289877;Plage;Oui;Oui;-2.45450000;47.26674000
